step,x1,x2,objective,best_so_far,optimizer
1,3.8217940220946183,3.4774383156157245,5.334236864819544,5.334236864819544,random_search
2,4.029092376049695,9.440066146266139,64.08449743431783,5.334236864819544,random_search
3,3.9637038895581718,10.763902506245026,85.23489295405713,5.334236864819544,random_search
4,4.265817447658646,3.4845644648123892,9.551114935279568,5.334236864819544,random_search
5,3.1659079988252916,11.962863991136949,94.62172442064461,5.334236864819544,random_search
6,8.443777377631877,0.9050537625133748,5.410685318373989,5.334236864819544,random_search
7,7.671746909542112,10.963766483799523,103.3343736672917,5.334236864819544,random_search
8,-3.977173643313577,13.95650706842387,3.73312705838814,3.73312705838814,random_search
9,7.374411655960875,7.134276738601336,48.60274443298476,3.73312705838814,random_search
10,1.6898879756527823,6.906911225297363,19.276161649404486,3.73312705838814,random_search
11,-4.116489051149495,10.40985470807546,23.366908586432313,3.73312705838814,random_search
12,3.9656783032379437,14.221079408024707,159.7534438442556,3.73312705838814,random_search
13,6.016438413604037,11.248339532842014,122.2370839792863,3.73312705838814,random_search
14,7.852075125978672,10.286886442601524,87.79254551564338,3.73312705838814,random_search
15,-2.781198914987128,7.848662169996208,13.809705346274086,3.73312705838814,random_search
16,2.0271817861578043,4.357195550174408,6.8764147717670365,3.73312705838814,random_search
17,-4.147002898405884,6.169828403563833,79.71284138365742,3.73312705838814,random_search
18,9.558505287728318,4.829236844932527,5.497296651403727,3.73312705838814,random_search
19,6.005466909098056,12.436236215978818,147.71897038193777,3.73312705838814,random_search
20,4.889503388603902,12.9098810657072,146.32887398934866,3.73312705838814,random_search
21,-1.1859885209852932,4.516356862251054,26.227615821298095,3.73312705838814,random_search
22,0.6082419378468051,0.6463608773461649,37.53491263246502,3.73312705838814,random_search
23,0.6792344705001199,1.2562377665309254,31.326682691228743,3.73312705838814,random_search
24,4.546889916861179,4.330732521257852,16.80807780842637,3.73312705838814,random_search
25,7.1164593826509925,6.946920972801827,49.29790259425607,3.73312705838814,random_search
26,3.258116210893064,11.307371828921502,83.66457667508492,3.73312705838814,random_search
27,8.435254213971456,13.664907339439816,146.29237080770574,3.73312705838814,random_search
28,4.1645393015153225,10.209007841618035,78.8999171588433,3.73312705838814,random_search
29,3.394485401334528,9.56167994905116,56.58847911405112,3.73312705838814,random_search
30,3.8824180712015064,2.8589732848223814,4.104362415827781,3.73312705838814,random_search
31,2.104390159978565,1.451985941793223,8.252018852457422,3.73312705838814,random_search
32,5.69799727960836,7.4235037941977176,57.667847852792065,3.73312705838814,random_search
33,4.947332301313423,10.58132883061738,98.60105517744707,3.73312705838814,random_search
34,8.033093432215788,7.437207451153397,42.93338509963144,3.73312705838814,random_search
35,3.05035466376005,7.805858580194156,30.234471397275257,3.73312705838814,random_search
36,-2.2439811217016943,10.138954862834717,4.020164440355983,3.73312705838814,random_search
37,3.897170679795975,10.418415773625206,77.98756554416663,3.73312705838814,random_search
38,4.065998824797138,6.080913115452983,23.72140151554345,3.73312705838814,random_search
39,9.15526601125378,4.159416030008519,4.363531872456936,3.73312705838814,random_search
40,8.969036634240926,8.302942807502944,39.63881522033624,3.73312705838814,random_search
41,-1.6516362635252957,1.1190370215338836,71.03607105518736,3.73312705838814,random_search
42,4.620767444044732,4.404673659948086,18.12489918778136,3.73312705838814,random_search
43,3.100974824088029,4.918171748885177,7.224603021384412,3.73312705838814,random_search
44,1.2748441529607026,2.488801071810916,15.66392196165006,3.73312705838814,random_search
45,8.079628607698666,10.577363123923716,88.91061676384611,3.73312705838814,random_search
46,6.186700297127965,5.953076150942895,43.12794097998099,3.73312705838814,random_search
47,0.4146143806866567,0.5264467613280244,42.17429146728949,3.73312705838814,random_search
48,-0.22824894565065623,12.005231071092677,51.10890606989761,3.73312705838814,random_search
49,5.031443017058203,11.491420302936307,117.64126501642399,3.73312705838814,random_search
50,5.674912383979811,3.6365961186807407,24.170709149665868,3.73312705838814,random_search
